,bengaliName,objectID,name,nameWithoutSubText,subText,mrp,corpPrice,price,shortDesc,longDesc,slug,doNotApplyDiscounts,picturesUrls,offerPicturesUrls,recursiveCategories,categories,manufacturers,blockSale,derivedProductVariant,unitQuantity,catalogItemType,__lScore,productAvailabilityForSelectedWarehouse
22,বড় ডায়মন্ড আলু ±৫০ গ্রাম ১ কেজি,5594,Boro Alu (Big Diamond Potato) ± 50 gm 1 kg,Boro Alu (Big Diamond Potato) ± 50 gm,1 kg,40.0,35.0,35.0,"Potato is a very healthy food and popular vegetable all over the world. Potatoes are available year-round as they are harvested somewhere every month of the year. potato's have lots of variety. these Potatoes are comparatively bigger than regular Potatoes.  potatoes contain a goodly amount of carbohydrate (starch and sugar) they are also a storehouse for many vitamins and minerals. With the exception of vitamin A, potatoes have at least some of just about every nutrient, including fiber. Potatoes are relatively low in calories. ","Potato is a very healthy food and popular vegetable all over the world. Potatoes are available year-round as they are harvested somewhere every month of the year. potato's have lots of variety. these Potatoes are comparatively bigger than regular Potatoes.  potatoes contain a goodly amount of carbohydrate (starch and sugar) they are also a storehouse for many vitamins and minerals. With the exception of vitamin A, potatoes have at least some of just about every nutrient, including fiber. Potatoes are relatively low in calories.  ",big-potato-1-kg,0,"['https://chaldn.com/_mpimage/boro-alu-big-diamond-potato-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D79694&q=low&v=1', 'https://chaldn.com/_mpimage/big-potato-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D22307&q=low&v=1']",[],"[12, 7, 2, 238, 1318]","[12, 238, 1318]","[277, 278, 279, 287]",0,[],1,Grocery,NaN,"[{'Quantity': 38, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
23,ধনে পাতা  (± ১০ গ্রাম ) ১০০ গ্রাম,8323,Coriander Leaves (Dhonia Pata) ± 10 gm 100 gm,Coriander Leaves (Dhonia Pata) ± 10 gm,100 gm,30.0,19.0,19.0,"Locally sourced.With its sweet, bright aroma, fresh coriander is used a lot in cooking.Also known as Chinese parsley use it raw or cooked in soups, salads. Its assertive taste stands up well to mild-flavored foods like chicken,fish,etc.","Locally sourced. With its sweet, bright aroma, fresh coriander is used a lot in cooking. Also known as Chinese parsley use it raw or cooked in curries, soups and salads. Its assertive taste stands up well to mild-flavored foods. Goes well with all kinds of meat and fish.",coriander-leaves-dhoniyapata-50-gm,0,"['https://chaldn.com/_mpimage/coriander-leaves-dhonia-pata-10-gm-100-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D28562&q=low&v=1', 'https://chaldn.com/_mpimage/coriander-leaves-dhoniya-pata-100-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D22300&q=low&v=1']",[],"[12, 7, 2]",[12],"[169, 257, 278, 281, 287, 295, 348]",0,[],1,Grocery,NaN,"[{'Quantity': 14, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
24,লাল পিঁয়াজ ইম্পোর্টেড ± ৫০ গ্রাম ১ কেজি,8221,Lal Peyaj (Onion Red Imported) ± 50 gm 1 kg,Lal Peyaj (Onion Red Imported) ± 50 gm,1 kg,65.0,65.0,65.0,,,onion-red-imported-1-kg,0,['https://chaldn.com/_mpimage/lal-peyaj-onion-red-imported-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D69767&q=best&v=1'],[],"[12, 7, 2]",[12],"[277, 278, 279]",0,[],1,Grocery,NaN,"[{'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
25,সাদা চিনি খোলা ১ কেজি,30567,Loose White Sugar 1 kg,Loose White Sugar,1 kg,85.0,85.0,85.0,,Origin-Bangladesh	,loose-white-sugar-1-kg,0,['https://chaldn.com/_mpimage/loose-white-sugar-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D98364&q=best&v=1'],[],"[111, 104, 2, 1318, 238]","[111, 1318, 238]","[277, 281, 287, 348, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 94, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 8908, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
26,কাঁচা মরিচ (±১২ গ্রাম) ২৫০ গ্রাম,5592,Kacha Morich (Green Chilli) ±12 gm 250 gm,Kacha Morich (Green Chilli) ±12 gm,250 gm,35.0,29.0,29.0,"Chili is one of the most useful ingredient of cooking. The heat of chilies is stored mostly in the seeds and membranes, so remove these to remove the heat.Chilies matches well with bananas, beans, chutneys, corn, fruit, ketchup, pineapple and rice. These smaller the chilies are slightly milder.","The heat of chilies is stored mostly in the seeds and membranes, so remove these to remove the heat.Chilies matches well with bananas, beans, chutneys, corn, fruit, ketchup, pineapple and rice. These smaller the chilies are slightly milder.",green-chilli-250-gm,0,"['https://chaldn.com/_mpimage/kacha-morich-green-chilli-12-gm-250-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D28576&q=low&v=1', 'https://chaldn.com/_mpimage/green-chili-kacha-morich-100-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D22297&q=low&v=1']",[],"[12, 7, 2]",[12],"[169, 257, 277, 278, 279, 281, 287, 295, 348]",0,[],1,Grocery,NaN,"[{'Quantity': 30, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
27,ফ্রেশ ফর্টিফাইড সয়াবিন তেল ৫ লিটার,7601,Fresh Fortified Soyabean Oil 5 ltr,Fresh Fortified Soyabean Oil,5 ltr,980.0,980.0,980.0,"Fresh Fortified Soyabean Oil follows 3 steps of refining process-Perfect Degumming & Neutralization, Balanced De-colorization and Five steps Deodorization to ensure right ratio of Omega 3 & 6 and intact Beta-carotene in Soyabean Oil. Fresh soyabean oil contain vitamin A. Its fresh and healthy.","Fresh Fortified Soyabean Oil follows 3 steps of refining process-Perfect Degumming & Neutralization, Balanced De-colorization and Five steps Deodorization to ensure right ratio of Omega 3 & 6 and intact Beta-carotene in Soyabean Oil. Fresh soyabean oil contain vitamin A. Its fresh and healthy.",fresh-fortified-soyabean-oil-5-ltr,1,['https://chaldn.com/_mpimage/fresh-fortified-soyabean-oil-5-ltr?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D93160&q=best&v=1'],[],"[1318, 108, 104, 2, 238, 1386]","[1318, 108, 238, 1386]","[147, 248, 277, 278, 281, 287, 295, 348, 356]",0,[],1,Grocery,NaN,"[{'Quantity': 22, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
28,আখের চিনি ± ৫০ গ্রাম ১ কেজি,9917,Akher Chini (Sugar) ± 50 gm 1 kg,Akher Chini (Sugar) ± 50 gm,1 kg,85.0,85.0,85.0,,"🌐 Made in Bangladesh

By (BSFIC) Bangladesh Sugar and Food Industries Corporation",akher-chini-sugar-50-gm-1-kg,1,['https://chaldn.com/_mpimage/akher-chini-sugar-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D89056&q=best&v=1'],[],"[111, 104, 2, 1318, 1386, 238]","[111, 1318, 1386, 238]","[277, 278, 287]",0,[],1,Grocery,NaN,[]
29,ফ্রেশ ফর্টিফাইড সয়াবিন তেল ২ লিটার,7599,Fresh Fortified Soyabean Oil 2 ltr,Fresh Fortified Soyabean Oil,2 ltr,396.0,396.0,396.0,"Fresh Fortified Soyabean Oil follows 3 steps of refining process-Perfect Degumming & Neutralization, Balanced De-colorization and Five steps Deodorization to ensure right ratio of Omega 3 & 6 and intact Beta-carotene in Soyabean Oil. Fresh soyabean oil contain vitamin A. Its fresh and healthy.","Fresh Fortified Soyabean Oil follows 3 steps of refining process-Perfect Degumming & Neutralization, Balanced De-colorization and Five steps Deodorization to ensure right ratio of Omega 3 & 6 and intact Beta-carotene in Soyabean Oil. Fresh soyabean oil contain vitamin A. Its fresh and healthy.",fresh-fortified-soyabean-oil-2-ltr,1,['https://chaldn.com/_mpimage/fresh-fortified-soyabean-oil-2-ltr?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D92490&q=best&v=1'],[],"[108, 104, 2, 238, 1386]","[108, 238, 1386]","[147, 277, 278, 279, 287, 295, 356, 364]",0,[],1,Grocery,NaN,[]
30,এ সি আই পিওর লবণ ১ কেজি,2121,ACI Pure Salt 1 kg,ACI Pure Salt,1 kg,35.0,35.0,35.0,"Salt is the most essential item in human diet. ACI Pure Salt is 100% pure, free flow, vacuum evaporated . It also contain, sodium 97%, potassium, Iodine. ACI salt is 100% fresh, healthy and dust free.","Salt is the most essential item in human diet. ACI Pure Salt is 100% pure, free flow, vacuum evaporated . It also contain, sodium 97%, potassium, Iodine. ACI salt is 100% fresh, healthy and dust free",aci-pure-salt-1-kg-6,0,['https://chaldn.com/_mpimage/aci-pure-salt-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D47100&q=best&v=1'],[],"[238, 1318, 1386, 111, 104, 2]","[238, 1318, 1386, 111]","[135, 257, 277, 278, 279, 281, 287, 295, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219801, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
31,ছোলা বুট ডাল ১ কেজি,24168,Chola Boot (Chick Peas) Dal 1 kg,Chola Boot (Chick Peas) Dal,1 kg,90.0,85.0,85.0,,,chola-boot-dal-1-kg,0,['https://chaldn.com/_mpimage/chola-boot-chick-peas-dal-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D78224&q=low&v=1'],[],"[198, 104, 2]",[198],"[257, 278, 287, 348, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 71, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707801, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 28, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219801, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
32,আড়ং ডেইরি পাস্তুরিত ফুল ক্রিম তরল দুধ ১ লিটার,2111,Aarong Dairy Pasteurized Full Cream Liquid Milk 1 ltr,Aarong Dairy Pasteurized Full Cream Liquid Milk,1 ltr,85.0,85.0,85.0,"Milk is the best source for calcium. And it keeps skin soft and glowing. And in order to improve proper growth, you can have Aarong Dairy Full Cream Liquid Milk. Brand: Brac Dairy & Food Project. Milk Type: Liquid. Net weight 1 Ltr. 


","Milk is the best source for calcium. And it keeps skin soft and glowing. And in order to improve proper growth, you can have Aarong Dairy Full Cream Liquid Milk. Brand: Aarong Dairy. Milk Type: Liquid. Net weight 1 Ltr.",aarong-dairy-pasteurized-full-cream-liquid-milk-1-ltr,0,['https://chaldn.com/_mpimage/aarong-dairy-pasteurized-full-cream-liquid-milk-1-ltr?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D46794&q=best&v=1'],[],"[238, 1318, 1380, 58, 2]","[238, 1318, 1380]","[165, 281]",0,[],1,Grocery,NaN,"[{'Quantity': 15, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219801, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
33,ভিম ডিশ ওয়াশিং বার ৩০০ গ্রাম,2514,Vim Dishwashing Bar 300 gm,Vim Dishwashing Bar,300 gm,35.0,35.0,35.0,Vim Bar is a revolutionary innovation for household products – bringing together tradition and technology – to come up with a dish wash solution in soap form. Vim Bar is a powerful grease cutter that removes tough burnt marks easily. It is also suitable for all types of dishes and offers easy cleaning with a pleasing lemon fragrance.,"""With the power of 100 lemons Vim Bar helps to clean tough grease the fastest. It gives you a pleasant cleaning experience with its refreshing lemon fragrance. It removes stains easily.
It is tough on stains, gentle on your hands. 

Just take a little bit of Vim Bar on your scrubber and clean your cooking vessles. 

 So go ahead and enjoy the Vim liquid experience. Buy Now!""",vim-dishwashing-bar-300-gm,0,"['https://chaldn.com/_mpimage/vim-dishwashing-bar-300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D87981&q=best&v=1', 'https://chaldn.com/_mpimage/vim-dishwashing-bar-300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D38555&q=best&v=1', 'https://chaldn.com/_mpimage/vim-dishwashing-bar-300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D108774&q=best&v=1']",[],"[83, 81, 1470, 1318, 1386, 238]","[83, 1470, 1318, 1386, 238]","[137, 220, 277, 278, 279, 281, 287, 295, 357, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 20, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707801, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 173, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
34,রসুন আমদানিকৃত ±২৫ গ্রাম ৫০০ গ্রাম,8103,Roshun (Garlic Imported) ± 25 gm 500 gm,Roshun (Garlic Imported) ± 25 gm,500 gm,85.0,69.0,69.0,,"Garlic is an excellent source of minerals and vitamins that are essential for optimum health. The bulbs are one of the richest sources of potassium, iron, calcium, magnesium, manganese, zinc, and selenium. Selenium is a heart-healthy mineral, and is an important cofactor for antioxidant enzymes within the body.",garlic-roshun-premium-500-gm-2,0,['https://chaldn.com/_mpimage/roshun-garlic-imported-25-gm-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D89993&q=best&v=1'],[],"[12, 7, 2]",[12],[281],0,[],1,Grocery,NaN,"[{'Quantity': 36, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707801, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219801, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
35,ঢেঁড়শ (±২৫ গ্রাম) ৫০০ গ্রাম,6338,Dheros (Ladies Finger) ± 25 gm 500 gm,Dheros (Ladies Finger) ± 25 gm,500 gm,29.0,25.0,25.0,"It is called as Stewed okra is great, but for a little variety, we like to roast ours from time to time. This is so simple and easy and the okra tends to not be nearly as gummy or slimy when roasted. Chopped tomato, onion and some spices makes for great additions too.","Stewed okra is great, but for a little variety, we like to roast ours from time to time. This is so simple and easy and the okra tends to not be nearly as gummy or slimy when roasted. Chopped tomato, onion and some spices makes for great additions too.",ladies-finger-500-gm,0,"['https://chaldn.com/_mpimage/dheros-ladies-finger-25-gm-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D28563&q=low&v=1', 'https://chaldn.com/_mpimage/ladies-finger-bhendi-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D28665&q=best&v=1']",[],"[12, 7, 2]",[12],"[169, 257, 278]",0,[],1,Grocery,NaN,"[{'Quantity': 31, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707801, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219801, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
